epoch,phase,loss,accuracy,lr
0,train,1.9735207963172736,0.2592200040817261,0.0002999920495579992
0,evaluation,1.8928146694279924,0.30709999799728394,0.0002999920495579992
1,train,1.7878509473312847,0.33009999990463257,0.00029996819910385256
1,evaluation,1.6829592306402665,0.38119998574256897,0.00029996819910385256
2,train,1.6878898537067502,0.3756999969482422,0.000299928451253031
2,evaluation,1.6348816352554514,0.39739999175071716,0.000299928451253031
3,train,1.604011805466069,0.40939998626708984,0.0002998728103643344
3,evaluation,1.5337805068945582,0.44600000977516174,0.0002998728103643344
4,train,1.5295194725856147,0.4431400001049042,0.00029980128253941313
4,evaluation,1.4617637169512012,0.4684000015258789,0.00029980128253941313
5,train,1.4794372929941357,0.4612799882888794,0.0002997138756220993
5,evaluation,1.3984453904477856,0.48980000615119934,0.0002997138756220993
6,train,1.4370141248873738,0.4790799915790558,0.0002996105991975463
6,evaluation,1.3171303453324716,0.5200999975204468,0.0002996105991975463
7,train,1.4014619808367756,0.48862001299858093,0.000299491464591178
7,evaluation,1.274980708013607,0.539900004863739,0.000299491464591178
8,train,1.3758066456641078,0.4975399971008301,0.00029935648486744646
8,evaluation,1.2776252061505862,0.5361999869346619,0.00029935648486744646
9,train,1.3542887542558752,0.5095800161361694,0.00029920567482839947
9,evaluation,1.2576765040808087,0.5393000245094299,0.00029920567482839947
10,train,1.327242605826434,0.5194399952888489,0.00029903905101205734
10,evaluation,1.2420644443246383,0.5525000095367432,0.00029903905101205734
11,train,1.2995572221248657,0.5307400226593018,0.0002988566316905992
11,evaluation,1.2093071198161645,0.5648000240325928,0.0002988566316905992
12,train,1.2868078706209616,0.5351799726486206,0.00029865843686835924
12,evaluation,1.1754669200015972,0.5706999897956848,0.00029865843686835924
13,train,1.2691200529522908,0.5401600003242493,0.00029844448827963323
13,evaluation,1.1152171424672574,0.5965999960899353,0.00029844448827963323
14,train,1.2574430376367496,0.5441799759864807,0.0002982148093862949
14,evaluation,1.1171831307531912,0.5943999886512756,0.0002982148093862949
15,train,1.234238071972147,0.556659996509552,0.00029796942537522314
15,evaluation,1.1545927637740026,0.583899974822998,0.00029796942537522314
16,train,1.225645337110895,0.5589200258255005,0.00029770836315553997
16,evaluation,1.0841349484045295,0.6122000217437744,0.00029770836315553997
17,train,1.2113209587838643,0.5639200210571289,0.0002974316513556598
17,evaluation,1.053044834468938,0.6190999746322632,0.0002974316513556598
18,train,1.2004994599105756,0.5708199739456177,0.0002971393203201496
18,evaluation,1.0514347658881658,0.6176000237464905,0.0002971393203201496
19,train,1.1796647407819547,0.578499972820282,0.00029683140210640173
19,evaluation,1.0564225700837147,0.6172000169754028,0.00029683140210640173
20,train,1.1705919232819697,0.5795599818229675,0.00029650793048111826
20,evaluation,1.040542068360727,0.6288999915122986,0.00029650793048111826
21,train,1.1679276708141921,0.5813800096511841,0.0002961689409166081
21,evaluation,1.0424753020081339,0.6218000054359436,0.0002961689409166081
22,train,1.1538461111390683,0.5852400064468384,0.0002958144705868971
22,evaluation,1.0269697346264803,0.633400022983551,0.0002958144705868971
23,train,1.1496722353693773,0.5867999792098999,0.0002954445583636514
23,evaluation,1.0054642656181432,0.6377000212669373,0.0002954445583636514
24,train,1.1325251304585,0.5927000045776367,0.00029505924481191474
24,evaluation,0.9891051702861544,0.6427000164985657,0.00029505924481191474
25,train,1.135311285248193,0.5923799872398376,0.0002946585721856603
25,evaluation,0.9699142658257787,0.6575000286102295,0.0002946585721856603
26,train,1.1225511913409318,0.5996400117874146,0.0002942425844231566
26,evaluation,1.0234181518796124,0.6353999972343445,0.0002942425844231566
27,train,1.11885227480203,0.6011999845504761,0.0002938113271421496
27,evaluation,1.023520178432706,0.63919997215271,0.0002938113271421496
28,train,1.1085934056650342,0.6038399934768677,0.00029336484763486
28,evaluation,0.9880985398835773,0.6468999981880188,0.00029336484763486
29,train,1.0992069547743444,0.6067600250244141,0.00029290319486279713
29,evaluation,0.9673625826835632,0.661300003528595,0.00029290319486279713
30,train,1.0952495173420138,0.6070600152015686,0.0002924264194513898
30,evaluation,0.9507369761225544,0.6603999733924866,0.0002924264194513898
31,train,1.0848697100758857,0.6106600165367126,0.00029193457368443463
31,evaluation,0.9559739654577231,0.6676999926567078,0.00029193457368443463
32,train,1.0829432019797127,0.6136199831962585,0.0002914277114983626
32,evaluation,0.970990049688122,0.6545000076293945,0.0002914277114983626
33,train,1.0786106318159177,0.6144599914550781,0.00029090588847632414
33,evaluation,0.9254771584196936,0.6740999817848206,0.00029090588847632414
34,train,1.0741255557750498,0.6169999837875366,0.0002903691618420941
34,evaluation,0.9585865766187257,0.6592000126838684,0.0002903691618420941
35,train,1.0657590007233193,0.619700014591217,0.0002898175904537963
35,evaluation,0.9186851933032651,0.6729000210762024,0.0002898175904537963
36,train,1.0673295712227102,0.6157000064849854,0.00028925123479744914
36,evaluation,0.9156552862517441,0.6801999807357788,0.00028925123479744914
37,train,1.0590007792958214,0.621720016002655,0.0002886701569803325
37,evaluation,0.9075411429888085,0.6787999868392944,0.0002886701569803325
38,train,1.0565871292977687,0.6215999722480774,0.00028807442072417716
38,evaluation,0.903043746193753,0.6863999962806702,0.00028807442072417716
39,train,1.0538805159156586,0.6227200031280518,0.000287464091358177
39,evaluation,0.9425309617308122,0.6633999943733215,0.000287464091358177
40,train,1.044560905002877,0.6287999749183655,0.00028683923581182487
40,evaluation,0.9069149101836772,0.6794999837875366,0.00028683923581182487
41,train,1.0385336662497362,0.6313599944114685,0.00028619992260757275
