epoch,phase,loss,accuracy,lr
0,train,1.995436022958487,0.24728000164031982,0.0002999920495579992
0,evaluation,1.7930106362210045,0.3402999937534332,0.0002999920495579992
1,train,1.80440859843398,0.3188599944114685,0.00029996819910385256
1,evaluation,1.703809172292299,0.3709999918937683,0.00029996819910385256
2,train,1.7180203132312317,0.35721999406814575,0.000299928451253031
2,evaluation,1.6334037554414966,0.4059000015258789,0.000299928451253031
3,train,1.644129957994232,0.3937000036239624,0.0002998728103643344
3,evaluation,1.5356704177735727,0.44110000133514404,0.0002998728103643344
4,train,1.5822667984096594,0.41999998688697815,0.00029980128253941313
4,evaluation,1.457107871393614,0.4668999910354614,0.00029980128253941313
5,train,1.5329136378929744,0.43959999084472656,0.0002997138756220993
5,evaluation,1.3965044459210167,0.49380001425743103,0.0002997138756220993
6,train,1.4958961333155327,0.4569399952888489,0.0002996105991975463
6,evaluation,1.3763184713411936,0.5030999779701233,0.0002996105991975463
7,train,1.456175544377788,0.46873998641967773,0.000299491464591178
7,evaluation,1.322465938857839,0.5151000022888184,0.000299491464591178
8,train,1.4265237607614463,0.4812999963760376,0.00029935648486744646
8,evaluation,1.3086914880366265,0.5284000039100647,0.00029935648486744646
9,train,1.405815604702591,0.49022001028060913,0.00029920567482839947
9,evaluation,1.2485135959673532,0.5471000075340271,0.00029920567482839947
10,train,1.384404658356591,0.49884000420570374,0.00029903905101205734
10,evaluation,1.2774351231659515,0.5386000275611877,0.00029903905101205734
11,train,1.3598244879251855,0.5060799717903137,0.0002988566316905992
11,evaluation,1.2329856594906579,0.5551999807357788,0.0002988566316905992
12,train,1.3506424314225727,0.5097799897193909,0.00029865843686835924
12,evaluation,1.196964901459368,0.5612000226974487,0.00029865843686835924
13,train,1.3265588716472811,0.5191799998283386,0.00029844448827963323
13,evaluation,1.1890385603602929,0.5706999897956848,0.00029844448827963323
14,train,1.317725919091793,0.5253400206565857,0.0002982148093862949
14,evaluation,1.1630536016029647,0.5813999772071838,0.0002982148093862949
15,train,1.3025302636958753,0.5279200077056885,0.00029796942537522314
15,evaluation,1.1472467402868634,0.5827999711036682,0.00029796942537522314
16,train,1.2928805270463304,0.5313799977302551,0.00029770836315553997
16,evaluation,1.1566831944864007,0.5799000263214111,0.00029770836315553997
17,train,1.2736962661718774,0.5422400236129761,0.0002974316513556598
17,evaluation,1.1539657802521428,0.5896999835968018,0.0002974316513556598
18,train,1.2579122217719818,0.5461400151252747,0.0002971393203201496
18,evaluation,1.1397403335269494,0.5899999737739563,0.0002971393203201496
19,train,1.250342970766375,0.5503600239753723,0.00029683140210640173
19,evaluation,1.1096548785137226,0.5992000102996826,0.00029683140210640173
20,train,1.2481226071982128,0.5508400201797485,0.00029650793048111826
20,evaluation,1.1059042494508284,0.6001999974250793,0.00029650793048111826
21,train,1.2332836801133802,0.5565999746322632,0.0002961689409166081
21,evaluation,1.1087988954556138,0.6032000184059143,0.0002961689409166081
22,train,1.221850792617749,0.5603399872779846,0.0002958144705868971
22,evaluation,1.0727217740650419,0.6132000088691711,0.0002958144705868971
23,train,1.2157609665485294,0.5633400082588196,0.0002954445583636514
23,evaluation,1.096684014495415,0.6032000184059143,0.0002954445583636514
24,train,1.206695631641866,0.5693399906158447,0.00029505924481191474
24,evaluation,1.0850762045836146,0.617900013923645,0.00029505924481191474
25,train,1.1985127198726624,0.5685999989509583,0.0002946585721856603
25,evaluation,1.0749102627174765,0.6121000051498413,0.0002946585721856603
26,train,1.1848437382132195,0.5732200145721436,0.0002942425844231566
26,evaluation,1.0800737565076803,0.6116999983787537,0.0002942425844231566
27,train,1.181291280652556,0.5780199766159058,0.0002938113271421496
27,evaluation,1.0881407155266292,0.6134999990463257,0.0002938113271421496
28,train,1.173402609270247,0.5810199975967407,0.00029336484763486
28,evaluation,1.069019525111476,0.6194999814033508,0.00029336484763486
29,train,1.162979957850083,0.5829799771308899,0.00029290319486279713
29,evaluation,1.0280064548118204,0.6342999935150146,0.00029290319486279713
30,train,1.1548578448002906,0.5840399861335754,0.0002924264194513898
30,evaluation,1.0426486843748937,0.629800021648407,0.0002924264194513898
31,train,1.1478996752473094,0.5887200236320496,0.00029193457368443463
31,evaluation,1.0453927977175652,0.6251999735832214,0.00029193457368443463
32,train,1.139711392352648,0.5901200175285339,0.0002914277114983626
32,evaluation,1.0112107803549948,0.6414999961853027,0.0002914277114983626
33,train,1.1318748044540814,0.5938799977302551,0.00029090588847632414
33,evaluation,1.0010363799107225,0.6366999745368958,0.00029090588847632414
34,train,1.133244838403619,0.5959799885749817,0.0002903691618420941
34,evaluation,1.0685410235501542,0.6247000098228455,0.0002903691618420941
35,train,1.1229636201163387,0.597599983215332,0.0002898175904537963
