epoch,phase,loss,accuracy,lr
0,train,1.9799603510390766,0.25999999046325684,0.0002999920495579992
0,evaluation,1.8551869513113288,0.3034000098705292,0.0002999920495579992
1,train,1.8002385431543335,0.326119989156723,0.00029996819910385256
1,evaluation,1.7783859787108023,0.3508000075817108,0.00029996819910385256
2,train,1.7080414472028727,0.36469998955726624,0.000299928451253031
2,evaluation,1.6796737939496584,0.38580000400543213,0.000299928451253031
3,train,1.6239944864112092,0.402539998292923,0.0002998728103643344
3,evaluation,1.5699181994305382,0.4268999993801117,0.0002998728103643344
4,train,1.5566443259758718,0.42932000756263733,0.00029980128253941313
4,evaluation,1.461520246312588,0.46369999647140503,0.00029980128253941313
5,train,1.5001711439903436,0.44982001185417175,0.0002997138756220993
5,evaluation,1.36271595049508,0.5026999711990356,0.0002997138756220993
6,train,1.45153936126348,0.4730600118637085,0.0002996105991975463
6,evaluation,1.360475090485585,0.5074999928474426,0.0002996105991975463
7,train,1.4222651716998167,0.48330000042915344,0.000299491464591178
7,evaluation,1.2782019829448266,0.5365999937057495,0.000299491464591178
8,train,1.3942266489233812,0.49154001474380493,0.00029935648486744646
8,evaluation,1.2465111575549161,0.5525000095367432,0.00029935648486744646
9,train,1.3693755599848754,0.5019000172615051,0.00029920567482839947
9,evaluation,1.2256085344507723,0.5515999794006348,0.00029920567482839947
10,train,1.3462889456687985,0.5113800168037415,0.00029903905101205734
10,evaluation,1.2038323456728006,0.5663999915122986,0.00029903905101205734
11,train,1.3301494487411225,0.5195000171661377,0.0002988566316905992
11,evaluation,1.1870110849790936,0.5684000253677368,0.0002988566316905992
12,train,1.3074962257424279,0.5282999873161316,0.00029865843686835924
12,evaluation,1.185017163240457,0.574400007724762,0.00029865843686835924
13,train,1.2912108523156636,0.5325599908828735,0.00029844448827963323
13,evaluation,1.1575800753846954,0.5781000256538391,0.00029844448827963323
14,train,1.271875086038009,0.5415400266647339,0.0002982148093862949
14,evaluation,1.1049792502499833,0.604200005531311,0.0002982148093862949
15,train,1.2609346254402414,0.5447999835014343,0.00029796942537522314
