epoch,phase,loss,accuracy,lr
0,train,1.955601124202504,0.26642000675201416,0.0002999920495579992
0,evaluation,1.7941475880296924,0.33899998664855957,0.0002999920495579992
1,train,1.7521853507937069,0.34804001450538635,0.00029996819910385256
1,evaluation,1.5859625022622603,0.4203999936580658,0.00029996819910385256
2,train,1.6245832113963563,0.40507999062538147,0.000299928451253031
2,evaluation,1.5175930125803887,0.448199987411499,0.000299928451253031
3,train,1.5303464448055648,0.44279998540878296,0.0002998728103643344
3,evaluation,1.4623354401769517,0.47940000891685486,0.0002998728103643344
4,train,1.4673442404593349,0.46667999029159546,0.00029980128253941313
4,evaluation,1.3871302785752695,0.49959999322891235,0.00029980128253941313
5,train,1.4220118754355193,0.4848800003528595,0.0002997138756220993
5,evaluation,1.3057305179064786,0.5289000272750854,0.0002997138756220993
6,train,1.3767008689968177,0.5018600225448608,0.0002996105991975463
6,evaluation,1.2739922457103487,0.5400000214576721,0.0002996105991975463
7,train,1.3504660870413037,0.5107200145721436,0.000299491464591178
7,evaluation,1.259589147718647,0.5482000112533569,0.000299491464591178
8,train,1.3117339897643574,0.5250200033187866,0.00029935648486744646
8,evaluation,1.2107056386863129,0.555899977684021,0.00029935648486744646
9,train,1.2919388408856014,0.5348399877548218,0.00029920567482839947
9,evaluation,1.187835906125322,0.5705000162124634,0.00029920567482839947
10,train,1.2725930552348457,0.5419399738311768,0.00029903905101205734
10,evaluation,1.1901491397543797,0.5766000151634216,0.00029903905101205734
11,train,1.2467118946792524,0.550819993019104,0.0002988566316905992
11,evaluation,1.11982237462756,0.5985999703407288,0.0002988566316905992
12,train,1.2299651633138242,0.5573199987411499,0.00029865843686835924
12,evaluation,1.1129413911058932,0.6000000238418579,0.00029865843686835924
13,train,1.2147088602680685,0.5668200254440308,0.00029844448827963323
13,evaluation,1.0725481457348112,0.6148999929428101,0.00029844448827963323
14,train,1.192245907643262,0.5719199776649475,0.0002982148093862949
14,evaluation,1.047051731544205,0.6247000098228455,0.0002982148093862949
15,train,1.190447594656054,0.5719599723815918,0.00029796942537522314
15,evaluation,1.0210408364670187,0.6302000284194946,0.00029796942537522314
16,train,1.171281588656823,0.5770800113677979,0.00029770836315553997
16,evaluation,1.071298815027068,0.6098999977111816,0.00029770836315553997
17,train,1.1621383227350768,0.5844799876213074,0.0002974316513556598
17,evaluation,1.0345857407473311,0.6237000226974487,0.0002974316513556598
18,train,1.1493935280138878,0.5880399942398071,0.0002971393203201496
18,evaluation,1.0446084798136843,0.6207000017166138,0.0002971393203201496
19,train,1.1374296478908081,0.590939998626709,0.00029683140210640173
19,evaluation,1.0011031325859359,0.6399999856948853,0.00029683140210640173
20,train,1.1248099271903562,0.5976399779319763,0.00029650793048111826
20,evaluation,1.003325814687753,0.644599974155426,0.00029650793048111826
21,train,1.1125317206773002,0.6027799844741821,0.0002961689409166081
21,evaluation,0.950123196161246,0.6639000177383423,0.0002961689409166081
22,train,1.104430570169483,0.6035599708557129,0.0002958144705868971
22,evaluation,0.9974524318417416,0.6460999846458435,0.0002958144705868971
23,train,1.0989873592201096,0.6047000288963318,0.0002954445583636514
23,evaluation,0.9973623473433,0.6478999853134155,0.0002954445583636514
24,train,1.0878854744574602,0.6114000082015991,0.00029505924481191474
24,evaluation,0.9864913564694079,0.6559000015258789,0.00029505924481191474
25,train,1.0834879324869122,0.6115000247955322,0.0002946585721856603
25,evaluation,0.9715347576744949,0.6552000045776367,0.0002946585721856603
26,train,1.066871616236694,0.6200199723243713,0.0002942425844231566
26,evaluation,0.9456830039809022,0.6660000085830688,0.0002942425844231566
27,train,1.0599998356131337,0.623199999332428,0.0002938113271421496
27,evaluation,0.9574203996718684,0.6687999963760376,0.0002938113271421496
28,train,1.0567642276549278,0.6231799721717834,0.00029336484763486
28,evaluation,0.927257624608052,0.6729000210762024,0.00029336484763486
29,train,1.0563734725613119,0.6251000165939331,0.00029290319486279713
29,evaluation,0.9299309653571889,0.6761999726295471,0.00029290319486279713
30,train,1.0460841856954042,0.6279600262641907,0.0002924264194513898
30,evaluation,0.9500762065754661,0.6700000166893005,0.0002924264194513898
31,train,1.0398734779004246,0.628059983253479,0.00029193457368443463
31,evaluation,0.9080107430868511,0.6833000183105469,0.00029193457368443463
32,train,1.0342635699855092,0.6327000260353088,0.0002914277114983626
