epoch,phase,loss,accuracy,lr
0,train,1.9900012671795038,0.24706000089645386,0.0002999920495579992
0,evaluation,1.8227865243259864,0.3287999927997589,0.0002999920495579992
1,train,1.8049806417406673,0.3255400061607361,0.00029996819910385256
1,evaluation,1.7587208295170265,0.3441999852657318,0.00029996819910385256
2,train,1.7232813704044312,0.3548800051212311,0.000299928451253031
2,evaluation,1.6979749217818054,0.3614000082015991,0.000299928451253031
3,train,1.65402528239638,0.3840000033378601,0.0002998728103643344
3,evaluation,1.6414270838604699,0.3993000090122223,0.0002998728103643344
4,train,1.5781535388868484,0.4216800034046173,0.00029980128253941313
4,evaluation,1.5098680544503127,0.44589999318122864,0.00029980128253941313
5,train,1.5208198368701789,0.44124001264572144,0.0002997138756220993
5,evaluation,1.4630483569978159,0.4668000042438507,0.0002997138756220993
6,train,1.4797594614346008,0.45969998836517334,0.0002996105991975463
6,evaluation,1.4175898183750202,0.4864000082015991,0.0002996105991975463
7,train,1.439208824616259,0.4759800136089325,0.000299491464591178
7,evaluation,1.3548936858961853,0.5077000260353088,0.000299491464591178
8,train,1.4188489599910843,0.48267999291419983,0.00029935648486744646
8,evaluation,1.2920336617699153,0.5293999910354614,0.00029935648486744646
9,train,1.3889937409964364,0.49296000599861145,0.00029920567482839947
9,evaluation,1.3331464408319207,0.5175999999046326,0.00029920567482839947
10,train,1.371530268198389,0.5015400052070618,0.00029903905101205734
10,evaluation,1.2776747564726239,0.5383999943733215,0.00029903905101205734
11,train,1.3477790136166545,0.5076199769973755,0.0002988566316905992
11,evaluation,1.238738809959798,0.553600013256073,0.0002988566316905992
12,train,1.3272320090047538,0.5188800096511841,0.00029865843686835924
12,evaluation,1.224224991436246,0.5554999709129333,0.00029865843686835924
13,train,1.314260857794291,0.5229600071907043,0.00029844448827963323
13,evaluation,1.17621593460252,0.5752999782562256,0.00029844448827963323
14,train,1.2979503757203632,0.5284000039100647,0.0002982148093862949
14,evaluation,1.163517247272443,0.5803999900817871,0.0002982148093862949
15,train,1.2837511904709173,0.5349599719047546,0.00029796942537522314
15,evaluation,1.164755036559286,0.585099995136261,0.00029796942537522314
16,train,1.2671109248914987,0.5421199798583984,0.00029770836315553997
16,evaluation,1.1748321576963496,0.5756999850273132,0.00029770836315553997
17,train,1.2590571077888275,0.5450599789619446,0.0002974316513556598
17,evaluation,1.1621774963185758,0.5824000239372253,0.0002974316513556598
18,train,1.2426137036984535,0.5520399808883667,0.0002971393203201496
18,evaluation,1.1318383224402802,0.5939000248908997,0.0002971393203201496
19,train,1.236523082494126,0.5534600019454956,0.00029683140210640173
19,evaluation,1.1133411262608781,0.6003000140190125,0.00029683140210640173
20,train,1.2164603965666594,0.5622599720954895,0.00029650793048111826
20,evaluation,1.1045732271822193,0.6021000146865845,0.00029650793048111826
21,train,1.2158604357248681,0.5620599985122681,0.0002961689409166081
21,evaluation,1.077492892742157,0.6155999898910522,0.0002961689409166081
22,train,1.2119583021039548,0.5647600293159485,0.0002958144705868971
22,evaluation,1.072779590570474,0.6202999949455261,0.0002958144705868971
23,train,1.198633913493827,0.5683000087738037,0.0002954445583636514
23,evaluation,1.0574278695673882,0.6218000054359436,0.0002954445583636514
24,train,1.1891741284628963,0.5710999965667725,0.00029505924481191474
24,evaluation,1.0177317880376984,0.6371999979019165,0.00029505924481191474
25,train,1.1894771109151718,0.5728600025177002,0.0002946585721856603
25,evaluation,1.0521573386614835,0.6322000026702881,0.0002946585721856603
26,train,1.1739890285769996,0.5781000256538391,0.0002942425844231566
26,evaluation,1.046633023249952,0.6259999871253967,0.0002942425844231566
27,train,1.167675144074823,0.5807999968528748,0.0002938113271421496
27,evaluation,1.1072207191322423,0.6100000143051147,0.0002938113271421496
28,train,1.1600110675672741,0.583899974822998,0.00029336484763486
28,evaluation,1.0144828150543985,0.6406999826431274,0.00029336484763486
29,train,1.1489754214006311,0.5882599949836731,0.00029290319486279713
29,evaluation,1.0516161224510097,0.6251999735832214,0.00029290319486279713
30,train,1.1478607139319106,0.5877000093460083,0.0002924264194513898
30,evaluation,0.9823696726485144,0.6521000266075134,0.0002924264194513898
31,train,1.1398827483891831,0.5918599963188171,0.00029193457368443463
31,evaluation,1.0343019969855682,0.6327999830245972,0.00029193457368443463
32,train,1.1357260735138603,0.5935400128364563,0.0002914277114983626
32,evaluation,1.0057143999051443,0.6420000195503235,0.0002914277114983626
33,train,1.1350829634824982,0.5956000089645386,0.00029090588847632414
33,evaluation,0.9818293482442445,0.6514999866485596,0.00029090588847632414
34,train,1.12190040770699,0.5982400178909302,0.0002903691618420941
34,evaluation,0.9994502263733104,0.6478999853134155,0.0002903691618420941
35,train,1.1241208522216133,0.5984200239181519,0.0002898175904537963
35,evaluation,1.0315534993063045,0.6431999802589417,0.0002898175904537963
36,train,1.1189516237019883,0.5987399816513062,0.00028925123479744914
36,evaluation,0.9639628778530073,0.6607999801635742,0.00028925123479744914
37,train,1.1122779951376074,0.602840006351471,0.0002886701569803325
37,evaluation,0.9895833708062957,0.6539999842643738,0.0002886701569803325
38,train,1.1059811298194748,0.6046000123023987,0.00028807442072417716
38,evaluation,0.9911333096178272,0.6496999859809875,0.00028807442072417716
39,train,1.1058309942560123,0.6059399843215942,0.000287464091358177
39,evaluation,0.9653852823414381,0.661899983882904,0.000287464091358177
40,train,1.0970582042813606,0.6078400015830994,0.00028683923581182487
40,evaluation,0.9561163896246802,0.6654999852180481,0.00028683923581182487
41,train,1.0984471505865112,0.6072199940681458,0.00028619992260757275
